"Directory","Count"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\PrivateAssemblies\en","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7705_none_d5b4d21f40b117ab\r","8"
"C:\$RECYCLE.BIN\S-1-5-21-2261595122-1654042803-1616381735-1001\$RQ6APZ3\Lib\site-packages\setuptools","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7309_none_d5dfb6af40910e6b\r","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7705_none_d5b4d21f40b117ab","8"
"C:\Windows\System32\DriverStore\FileRepository\ntprint4.inf_amd64_e2a827b21e409a2c\Amd64","8"
"C:\$RECYCLE.BIN\S-1-5-21-2261595122-1654042803-1616381735-1001\$R7V529U\Lib\site-packages\bin","8"
"C:\Program Files\Microsoft VS Code","8"
"C:\$RECYCLE.BIN\S-1-5-21-2261595122-1654042803-1616381735-1001\$REXC0H6\venv\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Platform\Debugger","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7309_none_cb8b0c5d0c304c70\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7705_none_cb6027cd0c5055b0\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7705_none_cb6027cd0c5055b0","8"
"C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.Extensibility.amd64","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7309_none_d5dfb6af40910e6b","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-directx-graphics-tools_31bf3856ad364e35_10.0.26100.7309_none_cb8b0c5d0c304c70","8"
"C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.AnyCPU","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\ko","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\TextTransform","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_10.0.26100.7309_none_affe6c88a592d124","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\Packages\Debugger\1033","8"
"C:\Users\Agent Lee\pipx\shared\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\de","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\es","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_10.0.26100.7309_none_affe6c88a592d124\r","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\cs","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7920_none_d8a97999336c4f9e\r","8"
"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\X86","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7705_none_d8bca6f5335e6533\r","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7920_none_d8a97999336c4f9e","8"
"C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2602.13304.0_x64__8wekyb3d8bbwe","8"
"C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2025.2510.2.0_x64__8wekyb3d8bbwe","8"
"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25110.6-0\X86","8"
"C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\fr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\de","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\es","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\zh-Hant","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\cs","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\it","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\ja","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Desktop\fr","8"
"C:\Program Files\Microsoft SDKs\Azure\CLI2\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\ko","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\pl","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\it","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\ja","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\tr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\zh-Hans","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\pt-BR","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools\Common7\IDE\CommonExtensions\Microsoft\VBCSharp\LanguageServices\InteractiveHost\Core\ru","8"
"C:\Windows\WinSxS\wow64_windows-defender-service_31bf3856ad364e35_10.0.26100.1_none_ccee7580f3b9f072","8"
"C:\Users\Agent Lee\AppData\Local\Microsoft\TypeScript\5.9\node_modules\.bin","8"
"C:\Windows\WinSxS\amd64_userexperience-coreai_31bf3856ad364e35_10.0.26100.7623_none_96c54e8677899550\CoreAI","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Redist\MSVC\14.29.30133\debug_nonredist\x86\Microsoft.VC142.DebugCRT","8"
"C:\Windows\WinSxS\wow64_windows-defender-service_31bf3856ad364e35_10.0.26100.7309_none_6bc6baa93b2ccd32","8"
"C:\Users\Agent Lee\AppData\Roaming\Python\Python313\site-packages\setuptools","8"
"C:\Program Files (x86)\Windows Defender","8"
"C:\Windows\WinSxS\amd64_userexperience-coreai_31bf3856ad364e35_10.0.26100.7824_none_96af97e67799e6d3\CoreAI","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7705_none_b15f766a3399fc15\r","8"
"C:\Windows\WinSxS\amd64_userexperience-coreai_31bf3856ad364e35_10.0.26100.7920_none_96a5231a77a19c40\CoreAI","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7309_none_b18a5afa3379f2d5","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7309_none_b18a5afa3379f2d5\r","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7705_none_b15f766a3399fc15","8"
"C:\Windows\WinSxS\Temp\InFlight\2248e772466edc017c03000020939427\amd64_userexperience-core_31bf3856ad364e35_10.0.26100.7019_none_5419b23d7aa8f9cd\Core","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Ollama\lib\ollama","8"
"C:\Users\Agent Lee\AppData\Local\uv\cache\archive-v0\QFwYdn7qKhVai8tDJIw5t\setuptools","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Microsoft VS Code\0870c2a0c7","8"
"C:\Users\Agent Lee\AppData\Local\uv\cache\archive-v0\6pW4_wygNOmi9oxvRX7RL\setuptools","8"
"C:\Users\Agent Lee\Miniconda3\Lib\site-packages\setuptools","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Perplexity","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Microsoft VS Code\072586267e","8"
"C:\Users\Agent Lee\AppData\Local\uv\cache\builds-v0\.tmpHZmyHE\Lib\site-packages\setuptools","8"
"C:\Users\Agent Lee\huggingfastapi\agentlee-env-310\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Redist\MSVC\14.29.30133\onecore\debug_nonredist\x86\Microsoft.VC142.DebugCRT","8"
"C:\Users\Agent Lee\AppData\Local\uv\cache\archive-v0\X6-JIb0-XPcZktQ0DaLy3\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Redist\MSVC\14.29.30133\x86\Microsoft.VC142.CRT","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\VC\Redist\MSVC\14.29.30133\onecore\x86\Microsoft.VC142.CRT","8"
"C:\Windows\WinSxS\Temp\InFlight\6ea6f294b789dc01a2080000106b9075\amd64_userexperience-core_31bf3856ad364e35_10.0.26100.7171_none_54159a4d7aaae0c0\Core","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7920_none_ce54cf46ff0b8da3","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7705_none_ce67fca2fefda338\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7705_none_ce67fca2fefda338","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7920_none_de6d95a2a27f6aba","8"
"C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7920_none_ce54cf46ff0b8da3\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7309_none_ce92e132fedd99f8\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7705_none_de80c2fea271804f\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7705_none_de80c2fea271804f","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7920_none_de6d95a2a27f6aba\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-tcpip-utility_31bf3856ad364e35_10.0.26100.7309_none_ce92e132fedd99f8","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7309_none_deaba78ea251770f\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-onecoreuap-wlansvc_31bf3856ad364e35_10.0.26100.7309_none_deaba78ea251770f","8"
"C:\Windows\WinSxS\Temp\InFlight\6ec8b5cd3b63dc015c08000040645c5b\amd64_userexperience-core_31bf3856ad364e35_10.0.26100.6725_none_53cf5c4d7ae07310\Core","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\Packages\Debugger\1033","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7920_none_b14c490e33a7e680\r","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7920_none_b14c490e33a7e680","8"
"C:\Users\Agent Lee\AppData\Local\HitPaw Software\HitPawUnivd\cache\winBin\DLLs","8"
"C:\Users\Agent Lee\AppData\Local\HitPaw Software\HitPawUnivd\cache\winBin","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-appx-deployment-server_31bf3856ad364e35_10.0.26100.7920_none_fcdd29ca66d56779\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-appx-deployment-server_31bf3856ad364e35_10.0.26100.1742_none_fcf4914266c3a69d","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_10.0.26100.7309_none_a5a9c23671320f29\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-u..access-userdataapis_31bf3856ad364e35_10.0.26100.7309_none_a5a9c23671320f29","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-appx-deployment-server_31bf3856ad364e35_10.0.26100.7824_none_fce79e9666cdb20c\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-appx-deployment-server_31bf3856ad364e35_10.0.26100.7623_none_fcfd553666bd6089\r","8"
"C:\Windows\WinSxS\amd64_microsoft-windows-appx-deployment-server_31bf3856ad364e35_10.0.26100.7623_none_fcfd553666bd6089","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\ko","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\pl","8"
"C:\Users\Agent Lee\AppData\Local\Temp\pip-build-env-_7_zb2pu\overlay\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\fr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\it","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\ja","8"
"C:\Windows\WinSxS\amd64_dual_ntprint4.inf_31bf3856ad364e35_10.0.26100.7623_none_e5fc14e8324d9811\r\Amd64","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\zh-Hant","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\cs","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\de","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\ru","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\tr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\zh-Hans","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\es","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.26100.1_none_1831c57751bfb3cc","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.26100.6584_none_b6fcdd19993b15da","8"
"C:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_10.0.26100.6584_none_b6fcdd19993b15da\r","8"
"C:\Windows\WinSxS\amd64_dual_ntprint4.inf_31bf3856ad364e35_10.0.26100.7623_none_e5fc14e8324d9811\Amd64","8"
"C:\Users\Agent Lee\AppData\Local\Temp\pip-build-env-45x38wwx\overlay\Lib\site-packages\setuptools","8"
"C:\Users\Agent Lee\AppData\Local\Temp\pip-build-env-em60930m\overlay\Lib\site-packages\setuptools","8"
"C:\Tools\Portable-VSCode-MCP-Kit\.venv\Lib\site-packages\setuptools","8"
"C:\Tools\py311\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\cs","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\de","8"
"C:\Tools\Portable-VSCode-MCP-Kit\py311\Lib\site-packages\setuptools","8"
"C:\Tools\Portable-VSCode-MCP-Kit\py311\Scripts","8"
"C:\Tools\Portable-VSCode-MCP-Kit\vscode-mcp-tooling\node_modules\.bin","8"
"C:\Users\Agent Lee\AppData\Local\Temp\tmpjfkhol36\python\Lib\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\zh-Hant","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\zh-Hans","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\it","8"
"C:\Users\Agent Lee\AppData\Local\uv\cache\archive-v0\0nh7PAo-UNNG3RlU-x5pY\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\ru","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\tr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\pt-BR","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\ja","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\ko","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\es","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Windsurf","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\fr","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Core\pt-BR","8"
"C:\Users\Agent Lee\AppData\Local\Programs\Python\Python312\Lib\site-packages\setuptools","8"
"C:\Program Files (x86)\Microsoft Visual Studio\2019\BuildTools\Common7\IDE\CommonExtensions\Microsoft\ManagedLanguages\VBCSharp\LanguageServices\InteractiveHost\Desktop\pl","8"
"C:\Program Files\Git\usr\lib\sasl2","8"
"C:\Program Files\Hyper-V\en-US","8"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7705_none_a2a6093cad980f8a","7"
"C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\1033","7"
"C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en","7"
"C:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7705_none_a70acc17ff393a1a\r","7"
"C:\Program Files\Microsoft Visual Studio\2022\Community\VC\Auxiliary\Build","7"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7705_none_a2a6093cad980f8a\r","7"
"C:\Program Files\node-v22.17.1-win-x64\node_modules\pkg\node_modules\.bin","7"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7920_none_a292dbe0ada5f9f5\r","7"
"C:\Users\Agent Lee\AppData\Local\Programs\Python\Python312\DLLs","7"
"C:\Program Files\dotnet\sdk\9.0.205\Sdks\Microsoft.NET.Sdk.WindowsDesktop\tools\net472","7"
"C:\Program Files\VideoLAN\VLC","7"
"C:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7705_none_a70acc17ff393a1a","7"
"C:\Program Files\VideoLAN\VLC\plugins\audio_output","7"
"C:\Users\Agent Lee\AppData\Local\HitPaw Software\HitPawUnivd\cache\winBin-1.1.40\winBin","7"
"C:\Program Files\node-v22.17.1-win-x64\node_modules\corepack\shims","7"
"C:\Program Files\WindowsApps\Microsoft.Copilot_1.25121.84.0_x64__8wekyb3d8bbwe\AgentIsolationEnvironment.AgentProxy","7"
"C:\Windows\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy\LiveCaptions","7"
"C:\Users\Agent Lee\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.PythonManager_3847v3x7pw1km","7"
"C:\Program Files\VideoLAN\VLC\plugins\spu","7"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7623_none_a2b3074cad8df305","7"
"C:\Users\Agent Lee\AppData\Local\HitPaw Software\HitPawUnivd\cache\winBin-1.1.40\winBin\spotifytools\win","7"
"C:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7309_none_a735b0a7ff1930da\r","7"
"C:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_10.0.26100.7309_none_a735b0a7ff1930da","7"
"C:\Program Files\node-v22.17.1-win-x64\node_modules\corepack\shims\nodewin","7"
"C:\Windows\SystemApps\SxS\MicrosoftWindows.60719895.Livtop_cw5n1h2txyewy\LiveCaptions","7"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7920_none_a292dbe0ada5f9f5","7"
"C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1","7"
"C:\Windows\WinSxS\wow64_windows-staterepository_31bf3856ad364e35_10.0.26100.7623_none_a2b3074cad8df305\r","7"
"C:\Users\Agent Lee\AppData\Local\electron-builder\Cache\nsis\nsis-3.0.4.1\Contrib\UIs","7"
"C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.25.1130.0_x64__8wekyb3d8bbwe","7"
